web-scraper-order,web-scraper-start-url,titulo,descrip,precio
"1618890585-19917","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","CASA TRES HABITACIONES TRES BAÑOS, JURICA QUERETARO","Propiedad en excelente ubicación, ojo solamente recursos propios. ubicación de fácil acceso, vías de comunicación principales; transporte publico, escuelas, hospitales y centros comerciales cercanos. No creditos. Invierte seguro!","$ 2,870,000"
"1618890653-20009","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Casa en Venta en Jurica Qro amplio jardin, alberca y 5 recamaras con baño c/u","Atractiva residencia en jurica, queretaro con alberca, delicioso y fresco jardin; 5 recamaras con su baño y vestidor. Construccion y acabados de calidad. Vigilancia y seguridad  Enamorese de esta linda residencia con alberca, jardin y 5 recamaras cada una con su vestidor y baño propio. Acabados de muy buen gusto, espacios muy completos y acogedores, diseñada especialmente para satisfacer todas las necesidades de una familia.  Encantadora sala con moderna estructura de madera y biblioteca. Dos cuartos de tv, uno en planta baja y uno en planta alta. Cuarto de juegos adicional con baño completo y cocineta con vista al jardin.  Alberca equipada con caldera y filtro, integrada a espaciosa terraza con magnifica orientacion para disfrutar momentos inolvidables. Cochera techada con puertas automáticas. El tamaño del jardin es de 230m2, es perfecto para la dimension de la casa.  Lavanderia, bodega interior y bodega de jardineria, cisterna de 7,000 lts. Caseta de vigilancia y seguridad.  Conozcala y le encantara!     Vo1586dp","$ 11,350,000"
"1618890585-19910","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","CASA EN VENTA EN JURICA QUERETARO DE 1256 M2 TERRENO CON 6 RECAMARAS EN UN PISO","Hermosa casa en Jurica, construida en un solo nivel con 1,250 m2 de superficie y 550 m2 de construcción , con materiales y acabados de alta calidad. 

Cuenta con Sala con Chimenea  , comedor , estudio o despacho, mas sala de T.V.,  medio baño de visitas, cuenta con 6 recámaras y 6 baños completos.
La habitación principal cuenta con Walk In Closet y baño master.

Amplia cocina con espacio para antecomedor con amplio espacio de almacenaje. Cuarto de Lavado, Bodega y cuarto de servicio con baño completo.
Cuenta con una Terraza unida a un amplio jardín con árboles frutales, asador y Bungalow independiente a la casa principal. 

Sistema de Paneles solares.
2 cisternas y 2 tinacos, 
Cuenta con 7 lugares de estacionamiento. EasyBroker ID: EB-FW9495","$ 9,500,000"
"1618890496-19800","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en Jurica de 4 dormitorios más estudio! ATC 20-805","*Atc 20-805* lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras más estudio con baño completo por lo que podrías ser de 5 recamara. En la habitación principal podrás disfrutar de una gran terraza con vista al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca. No se comparte entre 3 corredores. - importante: pedir información del inmueble con el código marcado con ""**"". - previa cita.","$ 16,500,000"
"1618890585-19926","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Hermosa residencia en venta en Jurica","Preciosa residencia en uno de los fraccionamientos mas exclusivos de la ciudad. Cuenta con un excelente mantenimiento y finos acabados de muy buen gusto.  Construída en 3 niveles, cuenta con un sótano (cuarto de juegos) muy amplio, 4 recámaras (1 en planta baja) cada una con baño y vestidor, la principal es muy amplia con espacio para una sala, doble vestidor, doble lavabo y tina de hidromasaje. Estudio en planta baja (puede ser una 5a recámara pues es muy amplio). La cocina integral cuenta con isla, lavavajillas, dos alacenas, conectada al comedor y a un desayunador con family room contiguo. Toda la casa tiene muy lindas vistas y la planta baja tiene salida por todas partes a la terraza la cual se conecta a un precioso jardín y a la alberca.  Equipada con mosquiteros, persianas, bodegas, cuarto de blancos, alarma, reja electrificada y cámaras.  El área de servicio es totalmente independiente, con recámara, cocineta y baño completo para vigilante en pb, y en pa 2 cuartos de servicio con closet y 1 baño completo, cuarto de lavado y patio de tendido. Al frente de la casa hay estacionamiento techado para 7 coches y 10 sin techar.","$ 35,000,000"
"1618890431-19725","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","Jurica casa en venta de 3 recamaras y 235 mts2!","Previa cita. Casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor. Comisión compartida. No se comparte entre 3 asesores.","$ 3,320,000"
"1618890453-19744","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","CASA EN VENTA EN JURICA RECAMARA EN PLANTRA BAJA","Wiggot: pPOX0Ut


Preciosa casa en venta en Fraccionamiento Campestre Jurica. La casa tiene  proyecto arquitectónico muy bonito y funcional en un estilo mexicano moderno. Esta  residencia cuenta con dos plantas, con amplios espacios.
En Planta baja, sala y comedor, cocina, cuarto de TV, medio baño para visitas, cuarto de servicio, acceso al jardin por pasillo lateral. Cuenta una terraza al frente y otra terraza en la parte de atrás con vista al jardin con arboles. RECÁMARA EN PLANTA BAJA CON BAÑO COMPLETO!!! 
En Planta Alta, cuatro recámaras, la principal con dos vestidores y baño, otra de las recámaras tiene baño y las otras dos comparten un baño, área de TV o estudio. Cuarto de lavado y patio de tendido en mismo nivel de recámaras...COMODISIMO! Iluminada. cómoda, funcional y bonita ! Excelente estado de conservación! 
Dos cisternas, una de ellas de aguas residuales de las regaderas para el riego por aspersión del jardin, dos calentadores, árboles frutales. Visitala!!! Te encantará !!!","$ 6,500,000"
"1618890496-19807","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en venta en Jurica OFP 20 3386","Una de las mejores privadas de jurica, 3 recamaras amplias con closet, la pricipal tiene vestidor,cuarto de servicio con su baño completo con pasillo lateral para su entrada, tiene jardin amplio con pasto sintetico. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado, con alberca y salon de usos multiples, cuarto lavado techado, cocina super amplia equipada, toda la casa con persiana","$ 6,200,000"
"1618890453-19737","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","Casa en Venta Jurica Campestre Queretaro","Ofrecemos todas las garantías y la certeza que se requiere con utilidades mayores a la de cualquier institución financiera por el tipo de operación. Propiedad en excelente ubicación: hospitales, escuelas, centros comerciales, bancos, vias de transporte, metro, colectivos.invierte, compra y vende, la oportudidad de hacer crecer tu patrimonio en las manos correctas, ¡¡¡garantizamos por escrito tus ganacias economicas!!! Ya que obtendras propiedades muy por debajo de su costo, y propiedades con opcion de credit0 hipotecario, a si como propiedades semi -nuevas y nuevas listas para ser ocupadas. Por ti¡!!olvidate de seguir pagando rentas, y adquiere esta oportunidad, de adquisición, tu familia lo agradecera.a ti joven que estas dispuesto a iniciar tu vida independiente esta es una excelente opcion.Me pondre en contacto con usted, para concertar una cita dependiendo su necesidad de inversion.","$ 4,776,510"
"1618890699-20081","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Hermosa casa de una planta con 3 habitaciones en Jurica","Hermosa casa de una planta con 3 habitaciones cada una con baño propio. Amplios espacios de sala, comedor, jardín, cuenta con cuarto de servicio con baño.1 Nivel3 Recámaras cada una con baño propio2 VestidoresCuarto de servicio con bañoEstacionamiento para 4 vehículosCuenta con cisternaEn amplia cerrada con  accesos principales Libramiento Norponiente y Paseo de la República, escuelas cercanas en la zona como UNAM, UVM, UAQ y plazas comerciales como Urban Center, Antea, Uptown.","$ 3,200,000"
"1618890496-19788","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en venta Jurica 5 habitaciones JGCC","**20-805**lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras más estudio con baño completo por lo que podría ser de 5 recamara. En la habitación principal podrá disfrutar de una gran terraza con vista al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca","$ 16,500,000"
"1618890585-19933","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","CASA EN RENTA JURICA","Wiggot: phK9C4s


Hermosa residencia de arquitectura colonial contemporánea. 
5 recámaras, 8 baños, áreas de visitas, área familiar, sótano. Acabados de encino, sabino, cerámica española. 
Lavandería equipada, 3 cuartos de servicio. 
Equipamiento de seguridad, 10 lugares de estacionamiento. Costo de renta sin amueblar: $120,000","$ 35,000,000"
"1618890453-19734","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","En venta hermosa casa de 4 recamaras y 5 baños en jurica de 315 mts2  jpc","Casa en venta en ubicación privilegiada, con acabados de lujo, espacios altamente diseñados para el disfrute en familia, amplia cocina cerrada, sala comedor con salida al jardin, sala de tv en planta alta, 3 recamaras todas con baño, dos de ellas con vestidor y otra con closet. Cuenta con gimnasio, salon de usos multiples y amplias jardinerias interior.","$ 6,700,000"
"1618890453-19741","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","Casa en Venta en Jurica con Alberca Queretaro","Hermosa casa donde en cada parte tienes vista muy agradable al jardín, cuenta con acabados de primera, muy funcional y práctica, cada recámara tiene vestidor y baño y los espacios son muy amplios, los techos de muy buena altura, todas los detalles hacen muy acogedora la casa, rodeada de un jardín muy grande y bonito con árboles maduros, tiene árboles frutales, palmeras, haciendo especial para crear una excelente armonía para vivir","$ 11,000,000"
"1618890496-19814","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Venta espectacular casa en Jurica con alberca","Venta espectacular casa en jurica con alberca, totalmente remodelada! Planta baja: sala con salida a la terraza, comedor con chimenea, cocina equipada, recámara en planta baja con clóset y baño completo, estudio o family room, clóset de blancos, medio baño, extenso jardín, alberca con caldera, oficina con baño completo, cuarto de lavado, patio de servicio, amplia bodega, estacionamiento techado para 4 autos y estacionamiento sin techar para 6 autos.  Planta alta: tres amplias recámaras con vestidor y baño completo cada y cuarto de servicio con acceso desde el exterior.  Cimentación con pilotes de 7m de profundidad, caldera, tres calentadores, cisterna 25,000 lts., tanque estacionario, sistema de filtración para alberca, puerta eléctrica, riego por aspersión automatizado, luces de emergencia, alarma y videoporteros.  Ven a conocerla, marca ahora!!","$ 21,850,000"
"1618890608-19942","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","VENTA DE HERMOSA CASA ESTILO MEXICANO EN JURICA QUERETARO","VENTA DE HERMOSA CASA ESTILO MEXICANO EN EL PUEBLO DE JURICA  ESTADO DE QUERETAROCASA QUE TE BRINDA ESA PRIVACIDAD Y COMODIDAD QUE TU BUSCAS, UNA SOLA PLANTA, CON BUNGALOW INDEPENDIENTE, AMPLIO JARDIN CON OPCION PARA ALBERCA, AMPLIA AREA SOCIAL, CON POSIBILIDAD DE USO DE SUELO COMERCIAL, UBICACION INMEJORABLELA DISTRIBUCION DE LA CASA ES DE LA SIGUIENTE MANERA:ENTRADA INDEPENDIENTE CON ACCESO PEATONAL Y AL GARAGE, CORREDOR PEATONAL CON VISTA PANORAMICA DEL JARDIN Y TERRAZA PINCIPAL COMO AREA SOCIAL.EN LA ENTRADA PRINCIPAL, PODRAS ENCONTRAR UN MEDIO BAÑO PARA VISITAS, AL FONDO UNA AMPLIA SALA CON UN CORREDOR DISTRIBUIDOR QUE DA ACCESO A TRES DE LAS RECAMARAS, DOS DE ELLAS CON VISTA AL JARDIN. UNA DE LAS RECAMARAS SECUNDARIAS CUENTA CON BAÑO PRIVADO Y VESTIDOR, LA OTRA RECAMARA SECUNDARIA CUENTA CON UN WALK-IN CLOSET. AL FONDO DE LA PROPIEDAD SE ENCUENTRA LA RECAMARA PRINCIPAL CON VISTA Y SALIDA AL JARDIN Y TERRAZA PRIVADA TECHADA, ADEMAS DE BAÑO PRIVADO Y WALK-IN CLOSET TOMANDO EL CORREDOR A MANO DERECHA, SE ENCUENTRA EL AREA DE LAVADO, COCINA, AMPLIA ALACENA, DESPENSA ADICIONAL, UN SEGUNDO BAÑO DE VISITAS Y COMEDOR CON DOBLE ALTURA, ESTE CUENTA CON SU PROPIA SALIDA A UNA PEQUEÑA TERRAZA QUE COMUNICA AL AREA SOCIAL, EN ESTE MISMO ESPACIO, SE ENCUENTRA LA RECAMARA INDEPENDIENTE (BUNGALOW), LA CUAL CUENTA CON BAÑO PRIVADO Y UN AMPLIO CLOSET DE PISO A TECHO A TODO LO LARGO DE LA RECAMARA.LA CASA CUENTA CON:COCINA CON ALACENACOMEDOR AMPLIOSALA AMPLIA1 AREA DE LAVADO1 BODEGABUNGALOW INDEPENDIENTECISTERNA DE 10,000 LTS CON HIDRONEUMATICOTANQUE DE AGUA DE 1,100 LTSCERCA ELECTIFICADACIRCUITO CERRADO DE TVRIEGO DEL JARDIN POR ASPERSIÓN","$ 6,800,000"
"1618890564-19904","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","Casa en jurica 3 recamaras cuarto de servicio excelente jardin","20-3386 casa en venta en una de las mejores privadas de jurica, 3 recamaras amplias con closet, la pricipal tiene vestidor,cuarto de servicio con su baño completo con pasillo lateral para su entrada, tiene jardin amplio con pasto sintetico. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado, con salon de usos multiples, cuarto lavado techado, cocina super amplia equipada,","$ 6,199,000"
"1618890520-19833","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa en venta Jurica 5 habitaciones JGCC","**20-2035**residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto para visita","$ 11,350,000"
"1618890475-19780","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","KL / EXCLUSIVA RESIDENCIA EN VENTA, JURICA. QRO.","INVIERTE Y VIVE EN LA MEJOR ZONA DE QUERETARO. RESIDENCIA EN EXCLUSIVA PRIVADA CON CLUB Y GOLF. 4 RECAMARAS, CADA UNA CON BAÑO Y VESTIDOR, LA PRINCIPAL MUY AMPLIA CON TERRAZA Y VISTA AL CAMPO DE GOLF. OPCIÓN A 5TA RECAMARA CON BAÑO. SALA, COMEDOR EN DOBLE ALTURA. TERRAZA TECHADA AL JARDIN Y ALBERCA. ESTUDIO, SALA DE TV. 2 BODEGAS, ESTACIONAMIENTO PARA 4 AUTOS. COCINA EQUIPADA MUY AMPLIA, CON ISLA. LAVANDERÍA, CUARTO DE SERVICIO CON BAÑO. ALBERCA PRIVADA Y JARDIN. ACABADOS DE LUJO, EN MARMOL, GRANITO, MADERA.","$ 13,000,000"
"1618890675-20029","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","Casa Campestre en Venta Jurica","Hermosa casa en venta estilo rãºstico-campestre,ubicada en uno de los fraccionamientos mã¡s exclusivos de querã©taro, cerca de escuelas y plazas comerciales y de entretenimiento. La casa consta de 2 plantas con tres recamaras todas con baã±o y vestidor, todas las ã¡reas de la casa tienen vista al bello jardã­n campestre con ã¡rboles frutales que rodea la casa, cuarto de lavado, cuarto de servicio con baã±o completo y cochera para tres autos.","$ 4,350,000"
"1618890585-19931","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Hermosa casa en Jurica Laureles","-Sala-comedor-mezannine-cocina equipada-recámara principal con anterecámara-2 vestidores y 2 baños principalesIndependientes-2 recámaras secundarias con baño y vestidor-2 recámaras de visitas con baño-sala de televisión-2 estudios independientes + sala de juntas-salón de juegos/ bar-vapor-pista de jogging-terrazas en sala/comedor, y 2 recámaras-estacionamiento cubierto para 8 autos-jardín con invernadero, cactario-espejos de agua- 3 cuartos de servicio con baño conCapacidad para 6 empleados-bodega-2 closets de blancos-frente de calle discreto","$ 29,000,000"
"1618890496-19812","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Renta/Venta de casa en Jurica segunda de Cedros","Descripción.

CASA EN JURICA ESTILO L-HOUSE
EN CERRADA CON VIGILANCIA LAS 24 HRS
4 RECÁMARAS
4 BAÑOS COMPLETOS CON CRITAL TEMPLADO Y SATINADO.
1 MEDIO BAÑO
1 CAVA DE VINOS CON PUERTA DE SEGURIDAD
1 COCINA EQUIPADA CON SUPERFICIE DE CUARZO, CON LAVADORA DE TRASTES.
TERRAZA TECHADA JUNTO ALBERCA Y COCINA
PERSIANAS AUTOMATIZADAS
CANCELERÍA DE PVC
1 SALA DE TV
SALA COMEDOR
CHIMENEA DE GAS LP.
ALTURA PLANTA BAJA DE 3.60m
ALTURA DE PLANTA ALTA 3.10
CUARTO DE SERVICIO
ÁREA DE JUEGOS
ESTACIONAMIENTO PARA DOS AUTOS CON OPCIÓN A TRES.
LUZ TRIFÁSICA.
DOS CISTERNAS
JARDÍN GRANDE 250 m2
ALBERCA/JACUZZI HIDROMASAJE CON CALENTAMIENTO CON PÁNELES SOLARES. CON CUBIERTA CORREDIZA DE MADERA
CASCADA (MURO)
TERRENO 460 m2
CONSTRUCCIÓN 368m2

Características:
Cisterna
Estacionamiento techado
Facilidad para estacionarse
Jardín
Parrilla
Bodega
Chimenea
Cocina equipada
Cuarto de servicio
Seguridad 24 horas
Alberca
Jacuzzi

AGENDA TU CITA!

31/03/21
*C* RP Ali
IVana. EasyBroker ID: EB-HE2114","$ 13,900,000"
"1618890408-19678","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","HERMOSA Y AMPLIA CASA EN VENTA EN JURICA, 3 REC, SALA, COMEDOR, COCINA, CHIMENEA","Terreno: 408 m²Construcción: 278.60 m²Cocina equipada con ante comedor Comedor /sala Chimenea Sala de tv 3 recámaras con vestidor y baño completo Cuarto de servicioCuarto de lavadoBodega  cisterna Estacionamiento para 2 automóviles con portón eléctrico","$ 6,500,000"
"1618890699-20057","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Casa en Jurica, Querétaro.    Atención Inversionistas.","Excelente oportunidad de inversión, aún mejor si es de Contado!

Casa en Exclusivo Fraccionamiento Residencial Jurica.
Ubicada en una de las zonas con mayor plusvalía  de la ciudad de Querétaro.
 A 500 metros  avenida principal (Paseo Jurica)., a 1 km de avenida 5 de febrero/Paseo de la República.
Cerca de Bancos, colegios, plazas, centros comerciales, centros de salud, etc.

-Inmueble  de 2 plantas
-Cochera cubierta para 4 autos con portón automático,  
Sala, estancia o área de tv, comedor, cobertizo, amplio jardín, cuarto de servicio, 3 baños completos. 
Canceles de baño  y closet en sus 3 habitaciones.
Buenos acabados, considerando el poco mantenimiento que pudiera hacer falta a la propiedad el precio de salida es de $6,738,000.00
*Atención: Inmueble legalmente en orden a la venta muy por debajo de su valor comercial.* 
Aceptamos Créditos. EasyBroker ID: EB-FY7726","$ 6,738,000"
"1618890453-19753","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","ARCO DE PIEDRA HERMOSA T. 176m2, C 220m2. 3 rec, 3.5 baños, cto Tv, Vig, 24 hrs.","Acogedora casa en exclusivo condominio arco de piedra. 3 recámaras cada una con su baño y vestidor. estudio /cuarto de tv en planta baja con 1/2 baño acabados de lujo. vigilancia 24hr, salón de eventos, y jardín central. Terreno 176 m2 construcción 220 m2 $6,200,000","$ 6,200,000"
"1618890608-19947","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","Casa - Fraccionamiento Jurica","Casa en una sola planta, amplia entrada, sala, comedor, antecomedor, cocina, despensa, cuarto de lavado, 2 cuartos de servicio (interior y exterior), terraza techada, baño de visitas, estudio, 4 habitaciones con vestidor y baño, closet de blancos, cuarto de TV, cava.
Jardín al frente y atrás con riego automático, cisterna, puertas automáticas, cámaras de seguridad y alarma.
Precio y disponibilidad sujeto a cambio sin previo aviso.","$ 15,000,000"
"1618890675-20041","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","Venta de amplia Residencia de 5 recamaras en Fraccionamiento Jurica","Amplia casa con un hermoso estilo colonial mexicano, con muy buena distribución de espacios y recamara su principal con baño en el primer nivel. Además cuenta con un bungalow en en el que tiene una recamara para visitas con baño y un cuarto de servicio. Ubicada en una tranquila cerrada en uno de los fraccionamientos con mayor seguridad y plusvalía en todo querétaro. Cuenta con colegios, supermercados, parques, de los mejores centros comerciales del estado y hospitales cercanos.","$ 5,990,000"
"1618890585-19913","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Casa en venta en Jurica, Querétaro. En avenida de un piso.","Casa con excelente ubicación cerca de escuelas, centros comerciales, servicios, bancos, hoteles y tiendas. En avenida con amplia entrada, estacionamiento techado para 3 autos, baño de visitas, sala, comedor, cocina, comedor, sala de T.V. y bar. Amplio jardín con terraza techada, asador y medio baño. Área de tendido y de lavado, cuarto de servicio con baño completo, con acceso independiente. 3 recámaras cada una con baño completo, principal con vestidor y vista al jardín, una secundaria con vestidor, closet de blancos y amplia alacena.","$ 7,350,000"
"1618890585-19918","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","CASA EN VENTA  EN JURICA ¡","Casa en Jurica
3 Recámaras con Vestidor, Baño y Aire Acondicionado
Cocina con barra
Comedor independiente
Bar con Sala
Medio baño para áreas sociales
Oficina 
Area  de TV
Cochera para 3 autos con puertas
eléctricas
Cuarto de Servicio
Doble Patio de Servicio (Interior y
Exterior
Bodega Interior y Exterior
Terraza Techada con Fuente
Jardín (100 M2)
C o ntrol Inteligente de Luces
Cerca eléctrica
Cámaras de video vigilancia
Alarma
Riego por aspersión
Hidroneumático
Cisterna con capacidad de 20,000 Lts

Llamanos
Gabriela Robles 442  44694 95
Patricia Jiménez 442 343 16 29. EasyBroker ID: EB-FX0210","$ 8,500,000"
"1618890408-19668","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","VENTA casa en Jurica de 3 amplias recamaras y 264 mts2!","Comisión compartida. No se comparte entre 3 asesores. Casa en venta en una de las mejores privadas de jurica, 3 recamaras amplias con closet, la principal tiene vestidor, cuarto de servicio con su baño completo con pasillo lateral para su entrada, tiene jardín amplio con pasto sintético. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado, con salon de usos múltiples, cuarto lavado techado, cocina super amplia equipada. Previa cita.","$ 6,200,000"
"1618890453-19730","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","CASA EN VENTA EN JURICA CON 4 RECÁMARAS, BUNGALOW, AMPLIO TERRENO","Jurica, casa en venta con opción a remodelación con amplio terreno y espacios bien distribuidos en una superficie de terreno de 1,350 m2, 720 m2 de construcción con desniveles, cuatro recámaras, sala de tv, estudio, amplio sótano o cuarto de juegos, cinco baños, amplia sala, comedor, ante comedor, cocina, jardín, cuarto de servicio, cochera techada para 6 autos.
Bungalow totalmente independiente con todas las comodidades como recámara, baño completo, sala. EasyBroker ID: EB-CU2876","$ 11,300,000"
"1618890453-19732","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","CASA EN VENTA O RENTA EN ARCO DE PIEDRA, JURICA","Casa  en venta o renta en Jurica, dentro  de condominio Arco de Piedra, acceso controlado, vigilancia  las 24 horas, casa club con salón de usos múltiples, gym, baño completo, cocina, área verde y juegos infantiles.
Casa con dos niveles, sala, comedor, estudio,  cocina integral, alacena, tres recámaras con baño y vestidor, family room, cuarto de servicio, cuarto de lavado, bodega y tres cajones de estacionamiento.
Ubicada en la zona de mayor crecimiento y plusvalía de Querétaro. Muy cerca de comercios, escuelas, hoteles y de Antea life Center. EasyBroker ID: EB-DG8562","$ 7,000,000"
"1618890608-19949","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","Casa de Un Nivel en Venta en Jurica","Linda casa de 1 nivel en jurica en un terreno de 1000m2 con 350m2 de construcción. Cuenta con 4 amplias recámaras, cada una con baño, medio baño de visitas, sala y comedor, sala de tv, cocina integral con desayunador, super linda terraza con salida al jardín con árboles frutales. Cuarto de servicio y de lavado estacionamiento para 3-4 coches.","$ 7,300,000"
"1618890431-19714","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","VENTA CASA JURICA SABINOS","EXCELENTE PROPIEDAD EN VENTA. CASA DE UNA PLANTA, AMPLIOS ESPACIOS CON LUZ NATURAL, DOBLE ALTURA, FUENTE DE CANTERA EN LA ENTRADA. VISTA AL JARDÍN DESDE TODOS LOS ESPACIOS.   4 RECÁMARAS CON VESTIDOR Y BAÑO, JACUZZI, SALA COMEDOR, ESTUDIO, SALA DE TV, TERRAZA. AMPLIA COCINA ILUMINADA.
CUARTO DE VIGILANTE CON BAÑO.  BODEGAS, ÁREA DE SERVICIO, CUARTO DE SERVICIO.  GRAN JARDÍN. ESTACIONAMIENTO PARA 4 AUTOS TECHADO. 6 MAS SIN TECHAR. EasyBroker ID: EB-DA4040","$ 15,000,000"
"1618890453-19749","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","Casa con espacios muy funcionales en Jurica de 235 mts2! RCS","*Rcs 21-1827* casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor. No se comparte entre 3 corredores. - importante: pedir información del inmueble con el código marcado con ""**"". - previa cita.","$ 3,320,000"
"1618890564-19898","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","Casa en venta Jurica JGCC","20-805 lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardin. Cuenta con 4 recamaras mas estudio con banos completos por lo que podria ser de 5 recamara. En la habitacion principal podra disfrutar de una gran terraza con vista al ardin y con acceso al area de oficina. Para hacer mas placentera la casa cuenta con alberca","$ 16,500,000"
"1618890408-19674","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","Casa en calle cerrada con vigilancia en Jurica de 610 mts2! RCS 19-2172","*Rcs 19-2172* residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto para visita. No se comparte entre 3 corredores.- importante: pedir información del inmueble con el código marcado con ""**"".- previa cita.La casa cuenta también con cisterna de agua pluvial, cuarto de servicio con baño completo, estacionamiento cerrado y techado para hasta 5 coches, terraza en recamara principal con vista a la alberca, jacuzzi en recamara principal y amplio vestidor.","$ 11,350,000"
